FE24041147;13,31
FE24039849;4,15
FE24037958;13,16
FE24035690;5,54
FE24034543;7,51
FE24035610;8,37
FE24039029;24,6
FE24039925;33,5
FE24040397;5,4
FE24039518;8,11
FE24036372;29,63
FE24037850;84,45
FE24039690;23,17
FE24036385;11,58
FE24039786;18,97
FE24039203;43,2
FE24040861;57,29
FE24035066;22,11
FE24036106;18,21
FE24039824;14,83
FE24034665;5,55
FE24034599;8,45
FE24038618;189,22
FE24035323;29,31
FE24040959;58,44
FE24039023;19,29
FE24037071;11,72
FE24039481;20,55
FE24041429;8,91
FE24038781;7,6
FE24034493;26,52
FE24041180;9,68
FE24035231;17,16
FE24036991;13,1
FE24039730;25,06
FE24039373;31,84
FE24041077;8,11
FE24039681;14,24
FE24035962;19,77
FE24039162;19,9
FE24041412;18,76
FE24035564;38,54
FE24039117;57,06
FE24039139;34,93
FE24037615;16,59
FE24039694;8,52
FE24037863;14,39
FE24035647;23,78
FE24035523;11,99
FE24041321;10,18
FE24039945;12,25
FE24036411;18,11
FE24040852;15,75
FE24039381;28,92
FE24035186;17,16
FE24039692;34,96
FE24041288;28,12
FE24034977;19,57
FE24035804;30,71
FE24040514;33,23
FE24039459;22,43
FE24040604;19,72
FE24035909;2,2
FE24035716;20,59
FE24035059;30,78
FE24039271;24,44
FE24036316;5,69
FE24041427;9,76
FE24036607;20,87
FE24040605;13,14
FE24035215;17,22
FE24040849;155,74
FE24036136;8,25
FE24039675;24,89
FE24039620;15,08
FE24036254;13,39
FE24035145;22,09
FE24040050;25,11
FE24034920;15,27
FE24035692;26,96
FE24041187;3,69
FE24037649;16,15
FE24039719;21,19
FE24035707;13,07
FE24040598;11,69
FE24040872;62,33
FE24035772;60,81
FE24035106;11,54
FE24036727;8,81
FE24035969;21,36
FE24035516;8,37
FE24035626;18,23
FE24036692;10,81
FE24036581;6,47
FE24035184;11,02
FE24035217;10,93
FE24039981;13,69
FE24040366;16,52
FE24036521;14,56
FE24038528;28,74
FE24040534;72,7
FE24039332;24,41
FE24039686;9,78
FE24041425;5,08
FE24035580;34,01
FE24035500;22,41
FE24034978;18,3
FE24034545;11,97
FE24037885;26,31
FE24038834;13,44
FE24036704;10,47
FE24041176;23,68
FE24035756;8,45
FE24034720;15,66
FE24036002;16,03
FE24038812;20,85
FE24041454;432,49
FE24041383;16,75
FE24039894;18,9
FE24035423;6,18
FE24039704;8,74
FE24039493;23,98
FE24041226;11,31
FE24041384;25,54
FE24036171;21,59
FE24035464;21,55
FE24038341;42,76
FE24040952;10,66
FE24034957;40,79
FE24035187;20,34
FE24039646;14,7
FE24041468;20,1
FE24035665;26,34
FE24040455;8,64
FE24035618;22,26
FE24035562;8,94
FE24034620;227,9
FE24034897;31,71
FE24041423;4,92
FE24041306;15,49
FE24039902;5,18
FE24034550;10,39
FE24041367;9,92
FE24039486;30,72
